iter	MAE
0	0.3231051321
1	0.2183266541
2	0.1653045834
3	0.1409071729
4	0.1270205055
5	0.1202001595
6	0.1157485325
7	0.1136821452
8	0.1122916092
9	0.1114178254
10	0.1103835784
11	0.1098949685
12	0.1094123426
13	0.1091977644
14	0.1091306562
15	0.1090324701
16	0.1088262027
17	0.1085459012
18	0.108270533
19	0.1079823043
20	0.1075314975
21	0.1074310989
22	0.1071571564
23	0.1066877001
24	0.1064579309
25	0.1059134224
26	0.1053825222
27	0.1047044727
28	0.1044285453
29	0.1041262273
30	0.1037779533
31	0.1036087389
32	0.1032879962
33	0.1031063743
34	0.1030433842
35	0.102677539
36	0.1025915898
37	0.1023790894
38	0.1022843001
39	0.1019599202
40	0.1017871056
41	0.1017435952
42	0.1015842181
43	0.1013040314
44	0.1011831968
45	0.1009010799
46	0.1008161753
47	0.1007106584
48	0.1005937983
49	0.1004317761
50	0.1002894341
51	0.1001735941
52	0.100097054
53	0.0999994416
54	0.09985198181
55	0.09970472053
56	0.09962937311
57	0.09950257662
58	0.09938318751
59	0.09925901919
60	0.09912553823
61	0.09894252873
62	0.098901552
63	0.09880622217
64	0.09873765959
65	0.09853224633
66	0.098371832
67	0.09823444266
68	0.09818658219
69	0.09815464523
70	0.09797746845
71	0.09789782774
72	0.09777244223
73	0.09767945676
74	0.09756769957
75	0.09749184148
76	0.09745031985
77	0.09730474881
78	0.09717467275
79	0.09713267677
80	0.09705132141
81	0.09699938382
82	0.09688991164
83	0.09671975599
84	0.09657141332
85	0.09629394558
86	0.09613417728
87	0.09611717227
88	0.09604970521
89	0.09601958443
90	0.09597986158
91	0.09592222377
92	0.09589165931
93	0.0958348178
94	0.09563783093
95	0.09552725654
96	0.09548427757
97	0.09540714997
98	0.09527343837
99	0.09526016356
100	0.09519562577
101	0.09516827272
102	0.095109043
103	0.09503011903
104	0.09492728017
105	0.09481364214
106	0.09472572167
107	0.09467029825
108	0.09455944326
109	0.09448646258
110	0.09439507025
111	0.09423662596
112	0.09410988518
113	0.09403450311
114	0.09400684869
115	0.09395530836
116	0.09392018133
117	0.09384123878
118	0.09380832041
119	0.09378237465
120	0.09371708858
121	0.09362009567
122	0.0935603659
123	0.09349529408
124	0.09347748982
125	0.09346624593
126	0.09338215961
127	0.09336853352
128	0.09330038682
129	0.09325847053
130	0.09323755476
131	0.09318376719
132	0.09313458745
133	0.09310831335
134	0.09303946025
135	0.09300052845
136	0.09289522081
137	0.09283184249
138	0.09275713001
139	0.09270513567
140	0.09269018853
141	0.09265954764
142	0.09258092883
143	0.09255622896
144	0.09250822162
145	0.09239167617
146	0.09232641714
147	0.09224673527
148	0.09221077977
149	0.09217126851
150	0.09213947459
151	0.0921168946
152	0.09208650974
153	0.09199437837
154	0.0918787746
155	0.09180130722
156	0.0917988234
157	0.09178033921
158	0.09166335152
159	0.09163091854
160	0.0915942471
161	0.0915748939
162	0.09150846187
163	0.0914199289
164	0.09132443334
165	0.09129828954
166	0.09128195098
167	0.09119059724
168	0.09115060153
169	0.09112648505
170	0.09105774037
171	0.09097680239
172	0.09093362429
173	0.09089002204
174	0.09086493734
175	0.09079892985
176	0.09079131845
177	0.0907396019
178	0.09064586043
179	0.09063507834
180	0.09054628609
181	0.09049217818
182	0.09046009334
183	0.09043517468
184	0.09032951098
185	0.09031851429
186	0.09030363205
187	0.09028361582
188	0.09026989398
189	0.09014619677
190	0.09013096926
191	0.09010126084
192	0.09005746737
193	0.0899056312
194	0.08986049696
195	0.08983338377
196	0.08978013233
197	0.08971803549
198	0.08969369307
199	0.08965355738
200	0.08963193187
201	0.08961553348
202	0.089578005
203	0.08950710828
204	0.08945633421
205	0.08940161281
206	0.08937081407
207	0.08932179854
208	0.08925729641
209	0.08919459566
210	0.08918397552
211	0.08917688838
212	0.08916216693
213	0.08913927067
214	0.08908277355
215	0.08904972507
216	0.08898906792
217	0.0889241186
218	0.08892117866
219	0.08888222412
220	0.08881469697
221	0.088808963
222	0.08874952468
223	0.08872400434
224	0.08867848561
225	0.08864696124
226	0.08863470745
227	0.08862564724
228	0.08862169972
229	0.08860310848
230	0.08856986233
231	0.08854136825
232	0.08850151377
233	0.08848380483
234	0.08847290259
235	0.08843876032
236	0.08843247223
237	0.08838267502
238	0.0883240749
239	0.08831505017
240	0.08831066738
241	0.08829138428
242	0.0882632688
243	0.08818666221
244	0.08815454636
245	0.08807116211
246	0.08797721884
247	0.0879211118
248	0.08790502565
249	0.08789070363
250	0.08787149756
251	0.08786781193
252	0.08783195412
253	0.0878256415
254	0.08779999058
255	0.08778726176
256	0.0877837599
257	0.08768425275
258	0.08761636887
259	0.0876119939
260	0.08757756638
261	0.08756644158
262	0.0875002174
263	0.08747779819
264	0.08746107576
265	0.08740265026
266	0.08739341274
267	0.08734304325
268	0.08729791334
269	0.08728340851
270	0.0872466437
271	0.08723525278
272	0.08720930011
273	0.08714920638
274	0.0871277363
275	0.08706131771
276	0.08689679238
277	0.08688205462
278	0.08687557028
279	0.08683662734
280	0.08682403288
281	0.08676041836
282	0.08673306034
283	0.08666137643
284	0.08663464509
285	0.08659927809
286	0.0865353729
287	0.08649209199
288	0.08647201664
289	0.08646763513
290	0.08643231124
291	0.08642799746
292	0.08641037117
293	0.08640645459
294	0.08639339674
295	0.08636124753
296	0.08635030356
297	0.08632723186
298	0.08630741892
299	0.08629808176
300	0.08629554002
301	0.08628854597
302	0.08627253703
303	0.08624511046
304	0.08623716619
305	0.08617175342
306	0.086129679
307	0.08610456817
308	0.08606908112
309	0.08606546836
310	0.0860440722
311	0.0859912818
312	0.08597437144
313	0.08595861848
314	0.08593644519
315	0.08591038153
316	0.08585349246
317	0.08584255251
318	0.08577451316
319	0.08575516318
320	0.08572500898
321	0.08566400732
322	0.08560162278
323	0.08549432103
324	0.08547285729
325	0.08545877504
326	0.08536593143
327	0.08528266624
328	0.0852039976
329	0.08519590166
330	0.08519160415
331	0.08518242153
332	0.08516658321
333	0.08516465718
334	0.08515488997
335	0.08510793699
336	0.08504553833
337	0.08499124024
338	0.08487505536
339	0.0848436825
340	0.08479808799
341	0.08478374364
342	0.08472716587
343	0.0847233746
344	0.08470434215
345	0.08469698197
346	0.08459965299
347	0.08458913306
348	0.08456723262
349	0.08456111817
350	0.08450902086
351	0.08448947143
352	0.08447261653
353	0.08445228132
354	0.08445161235
355	0.08444290434
356	0.08441637812
357	0.08441331577
358	0.08438626989
359	0.08432584661
360	0.08430916385
361	0.08427301883
362	0.0842587638
363	0.08424901989
364	0.08424563486
365	0.08421000458
366	0.08420622911
367	0.08417802627
368	0.08415953464
369	0.08411554771
370	0.08409868697
371	0.08408159726
372	0.08407929155
373	0.08407447724
374	0.08403552902
375	0.08394923431
376	0.08394861486
377	0.08392236664
378	0.08384439145
379	0.08383131966
380	0.08382728526
381	0.08381032873
382	0.08375472357
383	0.0837290415
384	0.08369520034
385	0.08367006215
386	0.08366419401
387	0.0836261436
388	0.08355515978
389	0.08354500525
390	0.08352238112
391	0.08352095155
392	0.08346108392
393	0.08343134288
394	0.08340103561
395	0.08338031531
396	0.08333640498
397	0.08332970174
398	0.08331857549
399	0.08331689296
400	0.08328266905
401	0.08326825421
402	0.08323766484
403	0.08322546537
404	0.08322251789
405	0.08321393043
406	0.08320597157
407	0.083204263
408	0.08318373932
409	0.08314112813
410	0.0830756579
411	0.08302835978
412	0.08299866367
413	0.08298420477
414	0.08296207083
415	0.08295611794
416	0.08292498005
417	0.08292347614
418	0.0829022047
419	0.08289278184
420	0.08285046036
421	0.08284154547
422	0.08278447905
423	0.08277458148
424	0.0827552993
425	0.08275142646
426	0.08274225949
427	0.08274131125
428	0.08274063942
429	0.08269889095
430	0.08267667927
431	0.0826670764
432	0.08265877307
433	0.08265491854
434	0.0826538045
435	0.08264491404
436	0.08264086863
437	0.08264021603
438	0.0826386643
439	0.08259056848
440	0.08255381803
441	0.08254718513
442	0.08253929318
443	0.08253088228
444	0.08252944994
445	0.08248962638
446	0.0824892566
447	0.082487687
448	0.08247890216
449	0.08246094331
450	0.08245988812
451	0.08245576358
452	0.08241476108
453	0.08238549269
454	0.08237665591
455	0.08235266058
456	0.08229546548
457	0.08228321376
458	0.08226336023
459	0.08226122683
460	0.08223378984
461	0.08223345144
462	0.08223069427
463	0.08223021215
464	0.08219566585
465	0.08215961804
466	0.08215868604
467	0.08215430628
468	0.08212265625
469	0.0821124462
470	0.08211152735
471	0.08210992309
472	0.0821034715
473	0.08208055214
474	0.08207584865
475	0.08204648381
476	0.08197155377
477	0.08189283458
478	0.08188541448
479	0.0818671887
480	0.08186339039
481	0.08186231543
482	0.0818607403
483	0.08185244692
484	0.08183266064
485	0.08182514932
486	0.08181669741
487	0.08179300805
488	0.08177773565
489	0.08177673297
490	0.0817639862
491	0.08173574396
492	0.08171705888
493	0.0817142476
494	0.08169358599
495	0.08164199994
496	0.08164131748
497	0.0816300483
498	0.08162741503
499	0.08161688473
500	0.08161627994
501	0.08161270525
502	0.08160167869
503	0.08158296944
504	0.08156980199
505	0.08156861776
506	0.08156078032
507	0.08152667036
508	0.08151778089
509	0.0815120683
510	0.08146024809
511	0.08145679015
512	0.08145138233
513	0.081445518
514	0.08141441429
515	0.08137024556
516	0.08132264557
517	0.08131753499
518	0.0812922869
519	0.08128615096
520	0.08125805048
521	0.08122788585
522	0.08122700416
523	0.08122308121
524	0.08120937622
525	0.08119244965
526	0.08113829367
527	0.08113728571
528	0.08113065866
529	0.08111178639
