iter	Passed	Remaining
707	2825	1165
708	2828	1161
709	2832	1156
710	2836	1152
711	2840	1148
712	2844	1144
713	2848	1140
714	2854	1137
715	2858	1133
716	2865	1130
717	2868	1126
718	2872	1122
719	2877	1119
720	2881	1114
721	2884	1110
722	2889	1106
723	2897	1104
724	2902	1100
725	2908	1097
726	2913	1094
727	2916	1089
728	2920	1085
729	2923	1081
730	2927	1077
731	2930	1072
732	2933	1068
733	2936	1064
734	2939	1059
735	2943	1055
736	2946	1051
737	2949	1047
738	2952	1042
739	2955	1038
740	2959	1034
741	2965	1031
742	2969	1027
743	2973	1023
744	2976	1018
745	2979	1014
746	2983	1010
747	2986	1006
748	2990	1002
749	2993	997
750	2996	993
751	2999	989
752	3003	985
753	3008	981
754	3012	977
755	3015	973
756	3019	969
757	3023	965
758	3026	960
759	3029	956
760	3032	952
761	3036	948
762	3040	944
763	3043	940
764	3046	935
765	3049	931
766	3053	927
767	3056	923
768	3059	919
769	3063	914
770	3068	911
771	3071	907
772	3075	903
773	3078	898
774	3081	894
775	3084	890
776	3087	886
777	3090	881
778	3094	877
779	3099	874
780	3103	870
781	3106	865
782	3109	861
783	3113	857
784	3116	853
785	3120	849
786	3122	845
787	3125	840
788	3130	837
789	3134	833
790	3141	830
791	3146	826
792	3150	822
793	3154	818
794	3158	814
795	3162	810
796	3165	806
797	3169	802
798	3172	798
799	3176	794
800	3179	789
801	3182	785
802	3185	781
803	3189	777
804	3192	773
805	3196	769
806	3199	765
807	3202	761
808	3205	756
809	3210	753
810	3215	749
811	3218	745
812	3221	741
813	3225	737
814	3229	733
815	3232	728
816	3235	724
817	3238	720
818	3243	716
819	3246	712
820	3249	708
821	3252	704
822	3257	700
823	3260	696
824	3263	692
825	3266	688
826	3269	684
827	3274	680
828	3277	676
829	3280	671
830	3284	667
831	3287	663
832	3291	659
833	3294	655
834	3298	651
835	3301	647
836	3307	644
837	3311	640
838	3314	636
839	3317	631
840	3321	628
841	3325	623
842	3328	619
843	3331	615
844	3335	611
845	3338	607
846	3344	604
847	3348	600
848	3353	596
849	3356	592
850	3359	588
851	3362	584
852	3365	580
853	3369	576
854	3373	572
855	3375	567
856	3379	563
857	3383	559
858	3386	555
859	3389	551
860	3393	547
861	3397	543
862	3404	540
863	3408	536
864	3412	532
865	3417	528
866	3420	524
867	3423	520
868	3426	516
869	3429	512
870	3433	508
871	3436	504
872	3439	500
873	3442	496
874	3445	492
875	3449	488
876	3452	484
877	3455	480
878	3459	476
879	3464	472
880	3469	468
881	3473	464
882	3476	460
883	3480	456
884	3484	452
885	3487	448
886	3490	444
887	3495	440
888	3499	436
889	3502	432
890	3506	428
891	3511	425
892	3516	421
893	3519	417
894	3523	413
895	3528	409
896	3533	405
897	3537	401
898	3541	397
899	3544	393
900	3550	390
901	3555	386
902	3561	382
903	3570	379
904	3575	375
905	3579	371
906	3582	367
907	3586	363
908	3592	359
909	3596	355
910	3600	351
911	3604	347
912	3612	344
913	3616	340
914	3620	336
915	3626	332
916	3631	328
917	3635	324
918	3639	320
919	3643	316
920	3647	312
921	3652	309
922	3656	304
923	3659	301
924	3663	297
925	3667	293
926	3671	289
927	3675	285
928	3680	281
929	3684	277
930	3688	273
931	3692	269
932	3695	265
933	3699	261
934	3703	257
935	3707	253
936	3711	249
937	3715	245
938	3720	241
939	3723	237
940	3728	233
941	3733	229
942	3738	225
943	3742	222
944	3747	218
945	3751	214
946	3755	210
947	3760	206
948	3766	202
949	3770	198
950	3773	194
951	3776	190
952	3782	186
953	3785	182
954	3789	178
955	3792	174
956	3798	170
957	3802	166
958	3809	162
959	3817	159
960	3821	155
961	3825	151
962	3832	147
963	3839	143
964	3848	139
965	3855	135
966	3864	131
967	3870	127
968	3877	124
969	3880	120
970	3884	116
971	3887	111
972	3892	108
973	3897	104
974	3902	100
975	3908	96
976	3912	92
977	3916	88
978	3920	84
979	3928	80
980	3936	76
981	3940	72
982	3943	68
983	3946	64
984	3949	60
985	3952	56
986	3956	52
987	3961	48
988	3965	44
989	3969	40
990	3973	36
991	3976	32
992	3979	28
993	3982	24
994	3986	20
995	3989	16
996	3992	12
997	3995	8
998	3998	4
999	4002	0
