iter	Passed	Remaining
318	1306	2789
319	1311	2786
320	1314	2781
321	1319	2778
322	1323	2773
323	1327	2769
324	1331	2766
325	1335	2761
326	1338	2755
327	1341	2748
328	1344	2742
329	1349	2739
330	1351	2732
331	1355	2727
332	1358	2721
333	1362	2716
334	1365	2711
335	1369	2706
336	1373	2701
337	1376	2695
338	1380	2692
339	1383	2686
340	1386	2680
341	1390	2674
342	1393	2668
343	1397	2664
344	1400	2659
345	1403	2653
346	1406	2647
347	1411	2643
348	1414	2638
349	1417	2632
350	1420	2627
351	1424	2622
352	1431	2624
353	1436	2621
354	1443	2623
355	1447	2618
356	1452	2615
357	1456	2611
358	1461	2610
359	1466	2606
360	1471	2605
361	1478	2606
362	1487	2609
363	1494	2611
364	1499	2608
365	1502	2603
366	1507	2600
367	1514	2600
368	1517	2594
369	1524	2596
370	1529	2592
371	1532	2586
372	1535	2581
373	1542	2581
374	1549	2582
375	1556	2583
376	1563	2583
377	1566	2578
378	1571	2575
379	1575	2570
380	1579	2565
381	1582	2559
382	1587	2556
383	1591	2552
384	1595	2548
385	1598	2543
386	1603	2540
387	1607	2535
388	1611	2531
389	1614	2525
390	1619	2522
391	1625	2521
392	1632	2520
393	1641	2525
394	1646	2522
395	1650	2518
396	1654	2512
397	1657	2506
398	1660	2501
399	1663	2495
400	1667	2491
401	1671	2485
402	1674	2480
403	1677	2474
404	1680	2469
405	1685	2465
406	1688	2460
407	1691	2454
408	1694	2448
409	1698	2444
410	1701	2438
411	1704	2433
412	1707	2427
413	1711	2422
414	1715	2418
415	1718	2412
416	1721	2407
417	1724	2401
418	1727	2396
419	1732	2392
420	1735	2386
421	1738	2381
422	1742	2376
423	1746	2372
424	1752	2370
425	1755	2364
426	1758	2359
427	1764	2357
428	1768	2354
429	1772	2349
430	1775	2344
431	1780	2340
432	1783	2335
433	1788	2333
434	1797	2334
435	1801	2329
436	1805	2325
437	1810	2323
438	1814	2318
439	1818	2314
440	1821	2309
441	1825	2304
442	1828	2299
443	1832	2294
444	1835	2289
445	1839	2285
446	1844	2281
447	1849	2279
448	1852	2273
449	1856	2268
450	1860	2264
451	1865	2261
452	1868	2256
453	1871	2250
454	1874	2245
455	1878	2240
456	1881	2235
457	1884	2230
458	1887	2224
459	1890	2219
460	1894	2215
461	1898	2210
462	1901	2205
463	1903	2199
464	1906	2194
465	1911	2189
466	1913	2184
467	1917	2179
468	1924	2178
469	1933	2180
470	1936	2174
471	1939	2169
472	1944	2165
473	1947	2160
474	1950	2155
475	1953	2150
476	1956	2145
477	1960	2141
478	1964	2136
479	1969	2133
480	1973	2129
481	1977	2125
482	1980	2120
483	1983	2114
484	1986	2109
485	1991	2106
486	1994	2101
487	1998	2096
488	2002	2092
489	2007	2089
490	2010	2084
491	2013	2079
492	2017	2074
493	2022	2071
494	2026	2066
495	2029	2062
496	2033	2058
497	2037	2054
498	2045	2053
499	2048	2048
500	2052	2044
501	2056	2039
502	2062	2037
503	2066	2033
504	2071	2030
505	2075	2026
506	2078	2021
507	2081	2016
508	2086	2012
509	2091	2009
510	2094	2004
511	2099	2000
512	2104	1997
513	2108	1993
514	2112	1989
515	2116	1985
516	2121	1981
517	2127	1979
518	2133	1976
519	2141	1976
520	2145	1972
521	2150	1969
522	2155	1966
523	2159	1961
524	2162	1956
525	2168	1953
526	2171	1948
527	2175	1944
528	2178	1939
529	2184	1936
530	2187	1932
531	2191	1927
532	2197	1925
533	2202	1921
534	2208	1919
535	2215	1917
536	2220	1914
537	2224	1910
538	2228	1906
539	2232	1901
540	2236	1897
541	2240	1893
542	2245	1890
543	2250	1886
544	2253	1881
545	2257	1876
546	2262	1873
547	2265	1869
548	2269	1863
549	2272	1859
550	2276	1854
551	2280	1850
552	2283	1846
553	2287	1841
554	2290	1836
555	2294	1832
556	2297	1827
557	2300	1822
558	2306	1819
559	2311	1815
560	2314	1811
561	2317	1806
562	2320	1801
563	2324	1797
564	2328	1792
565	2331	1787
566	2334	1782
567	2337	1777
568	2342	1774
569	2346	1770
570	2349	1765
571	2352	1760
572	2357	1756
573	2360	1752
574	2363	1747
575	2367	1742
576	2370	1737
577	2374	1733
578	2377	1728
579	2380	1724
580	2383	1719
581	2388	1715
582	2391	1710
583	2394	1705
584	2397	1701
585	2400	1696
586	2405	1692
587	2408	1687
588	2411	1682
589	2414	1677
590	2417	1672
591	2421	1668
592	2424	1663
593	2428	1659
594	2431	1654
595	2435	1650
596	2440	1647
597	2444	1642
598	2447	1638
599	2451	1634
600	2454	1629
601	2458	1625
602	2461	1620
603	2466	1617
604	2470	1613
605	2473	1608
606	2477	1603
607	2480	1598
608	2484	1595
609	2487	1590
610	2490	1585
611	2494	1581
612	2497	1576
613	2501	1572
614	2504	1567
615	2507	1563
616	2510	1558
617	2514	1554
618	2517	1549
619	2521	1545
620	2524	1540
621	2527	1535
622	2531	1532
623	2535	1527
624	2539	1523
625	2543	1519
626	2548	1516
627	2553	1512
628	2556	1508
629	2559	1503
630	2564	1499
631	2567	1495
632	2570	1490
633	2573	1485
634	2576	1481
635	2580	1476
636	2583	1472
637	2586	1467
638	2589	1463
639	2593	1458
640	2596	1454
641	2599	1449
642	2603	1445
643	2607	1441
644	2611	1437
645	2615	1433
646	2619	1429
647	2622	1424
648	2627	1421
649	2631	1416
650	2635	1412
651	2638	1408
652	2648	1407
653	2652	1403
654	2657	1399
655	2662	1396
656	2665	1391
657	2668	1387
658	2673	1383
659	2677	1379
660	2682	1375
661	2686	1371
662	2691	1368
663	2698	1365
664	2706	1363
665	2710	1359
666	2714	1354
667	2719	1351
668	2725	1348
669	2728	1344
670	2733	1340
671	2740	1337
672	2745	1333
673	2749	1329
674	2754	1326
675	2759	1322
676	2763	1318
677	2766	1314
678	2771	1310
679	2775	1306
680	2780	1302
681	2785	1298
682	2788	1294
683	2792	1289
684	2795	1285
685	2798	1280
686	2802	1276
687	2805	1272
688	2808	1267
689	2811	1263
690	2815	1258
691	2819	1254
692	2823	1250
693	2826	1246
694	2829	1241
695	2833	1237
696	2836	1233
697	2839	1228
698	2842	1224
699	2845	1219
700	2851	1216
701	2854	1211
702	2857	1207
703	2861	1203
704	2865	1199
705	2868	1194
706	2871	1190
707	2874	1185
708	2877	1181
709	2882	1177
710	2885	1172
711	2888	1168
712	2891	1164
713	2896	1160
714	2899	1155
715	2903	1151
716	2906	1147
717	2909	1142
718	2914	1138
719	2917	1134
720	2920	1130
721	2923	1125
722	2928	1121
723	2931	1117
724	2935	1113
725	2939	1109
726	2944	1105
727	2948	1101
728	2952	1097
729	2955	1093
730	2960	1089
731	2965	1085
732	2969	1081
733	2972	1077
734	2976	1073
735	2980	1069
736	2983	1064
737	2986	1060
738	2990	1056
739	2993	1051
740	2997	1047
741	3000	1043
742	3003	1038
743	3006	1034
744	3010	1030
745	3013	1025
746	3016	1021
747	3019	1017
748	3024	1013
749	3027	1009
750	3030	1004
751	3033	1000
752	3036	995
753	3041	992
754	3046	988
755	3050	984
756	3054	980
757	3057	976
758	3060	971
759	3066	968
760	3070	964
761	3073	960
762	3076	955
763	3079	951
764	3082	947
765	3086	942
766	3089	938
767	3092	934
768	3095	929
769	3098	925
770	3103	921
771	3106	917
772	3109	913
773	3112	908
774	3115	904
775	3120	900
776	3123	896
777	3126	892
778	3130	887
779	3134	883
780	3137	879
781	3140	875
782	3143	871
783	3146	866
784	3151	863
785	3154	858
786	3157	854
787	3163	851
788	3172	848
789	3176	844
790	3180	840
791	3184	836
792	3189	832
793	3192	828
794	3196	824
795	3200	820
796	3204	816
797	3207	811
798	3210	807
799	3215	803
800	3219	799
801	3222	795
802	3226	791
803	3231	787
804	3236	783
805	3240	779
806	3245	776
807	3249	772
808	3253	768
809	3256	763
810	3260	759
811	3264	755
812	3268	751
813	3272	747
814	3279	744
815	3285	740
816	3288	736
817	3293	732
818	3297	728
819	3301	724
820	3305	720
821	3310	716
822	3314	712
823	3319	708
824	3322	704
825	3326	700
826	3330	696
827	3333	692
828	3336	688
829	3340	684
830	3343	679
831	3346	675
832	3350	671
833	3353	667
834	3358	663
835	3362	659
836	3368	655
837	3373	652
838	3379	648
839	3384	644
840	3388	640
841	3394	636
842	3398	632
843	3402	628
844	3408	625
845	3412	621
846	3417	617
847	3422	613
848	3425	609
849	3428	605
850	3431	600
851	3435	596
852	3438	592
853	3442	588
854	3448	584
855	3455	581
856	3461	577
857	3466	573
858	3470	569
859	3473	565
860	3476	561
861	3481	557
862	3488	553
863	3492	549
864	3498	546
865	3502	542
866	3506	537
867	3510	533
868	3514	529
869	3518	525
870	3522	521
871	3526	517
872	3530	513
873	3533	509
874	3536	505
875	3540	501
876	3544	497
877	3551	493
878	3555	489
879	3559	485
880	3564	481
881	3568	477
882	3571	473
883	3574	469
884	3579	465
885	3583	461
886	3586	456
887	3589	452
888	3593	448
889	3597	444
890	3600	440
891	3603	436
892	3606	432
893	3610	428
894	3614	424
895	3617	419
896	3620	415
897	3623	411
898	3627	407
899	3630	403
900	3634	399
901	3637	395
902	3641	391
903	3644	387
904	3647	382
905	3651	378
906	3654	374
907	3658	370
908	3661	366
909	3664	362
910	3667	358
911	3670	354
912	3675	350
913	3678	346
914	3681	341
915	3683	337
916	3687	333
917	3692	329
918	3696	325
919	3699	321
920	3702	317
921	3707	313
922	3710	309
923	3713	305
924	3716	301
925	3720	297
926	3723	293
927	3726	289
928	3729	285
929	3733	280
930	3737	276
931	3741	272
932	3746	269
933	3751	265
934	3755	261
935	3758	256
936	3763	253
937	3767	249
938	3771	245
939	3777	241
940	3780	237
941	3785	233
942	3791	229
943	3795	225
944	3800	221
945	3804	217
946	3808	213
947	3812	209
948	3816	205
949	3820	201
950	3824	197
951	3828	193
952	3833	189
953	3837	185
954	3840	180
955	3844	176
956	3849	172
957	3853	168
958	3858	164
959	3861	160
960	3866	156
961	3871	152
962	3875	148
963	3879	144
964	3883	140
965	3887	136
966	3891	132
967	3896	128
968	3901	124
969	3905	120
970	3908	116
971	3912	112
972	3916	108
973	3919	104
974	3922	100
975	3925	96
976	3929	92
977	3933	88
978	3936	84
979	3939	80
980	3943	76
981	3946	72
982	3950	68
983	3954	64
984	3958	60
985	3962	56
986	3965	52
987	3968	48
988	3971	44
989	3976	40
990	3980	36
991	3982	32
992	3986	28
993	3989	24
994	3994	20
995	3998	16
996	4001	12
997	4004	8
998	4009	4
999	4012	0
